"Station_ID","Month_UTC","Year_UTC","appendiculariaAbundance","appendiculariaEstimatedBiomass","bryozoan_larvaeAbundance","bryozoan_larvaeEstimatedBiomass","chaetognathaAbundance","chaetognathaEstimatedBiomass","cnidaria_ctenophoresAbundance","cnidaria_ctenophoresEstimatedBiomass","copepoda_calanoida_minus_eucalanidsAbundance","copepoda_calanoida_minus_eucalanidsEstimatedBiomass","copepoda_eucalanidsAbundance","copepoda_eucalanidsEstimatedBiomass","copepoda_harpacticoidaAbundance","copepoda_harpacticoidaEstimatedBiomass","copepoda_oithona_likeAbundance","copepoda_oithona_likeEstimatedBiomass","copepoda_othersAbundance","copepoda_othersEstimatedBiomass","copepoda_poecilostomatoidsAbundance","copepoda_poecilostomatoidsEstimatedBiomass","crustacea_othersAbundance","crustacea_othersEstimatedBiomass","doliolidsAbundance","doliolidsEstimatedBiomass","eggsAbundance","eggsEstimatedBiomass","euphausiidsAbundance","euphausiidsEstimatedBiomass","multiplesAbundance","multiplesEstimatedBiomass","naupliiAbundance","naupliiEstimatedBiomass","ostracodsAbundance","ostracodsEstimatedBiomass","othersAbundance","othersEstimatedBiomass","polychaeteAbundance","polychaeteEstimatedBiomass","pteropoda_heteropodaAbundance","pteropoda_heteropodaEstimatedBiomass","pyrosomesAbundance","pyrosomesEstimatedBiomass","rhizariaAbundance","rhizariaEstimatedBiomass","salpsAbundance","salpsEstimatedBiomass","pH_min","pH_max","pH_mean","pH_median","pH_var","pH_range","depth_at_pH_min","depth_at_pH_max","OmegaCA_min","OmegaCA_max","OmegaCA_mean","OmegaCA_median","OmegaCA_var","OmegaCA_range","depth_at_OmegaCA_min","depth_at_OmegaCA_max","CO3_min","CO3_max","CO3_mean","CO3_median","CO3_var","CO3_range","depth_at_CO3_min","depth_at_CO3_max","TA_min","TA_max","TA_mean","TA_median","TA_var","TA_range","depth_at_TA_min","depth_at_TA_max","DIC_min","DIC_max","DIC_mean","DIC_median","DIC_var","DIC_range","depth_at_DIC_min","depth_at_DIC_max","pCO2_min","pCO2_max","pCO2_mean","pCO2_median","pCO2_var","pCO2_range","depth_at_pCO2_min","depth_at_pCO2_max","RF_min","RF_max","RF_mean","RF_median","RF_var","RF_range","depth_at_RF_min","depth_at_RF_max","OmegaAR_min","OmegaAR_max","OmegaAR_mean","OmegaAR_median","OmegaAR_var","OmegaAR_range","depth_at_OmegaAR_min","depth_at_OmegaAR_max","YearMonth","Longitude","Latitude"
"080.0 080.0",1,2015,821.74,9,1278.26,1.4,2940,55.02,922.17,28.98,75791.74,298.83,547.83,79.06,182.61,0.31,22369.57,27.83,182.61,0.23,3743.48,7.9,661.96,2.87,22.83,0.51,1940.22,12.7,456.52,100.86,456.52,0.89,547.83,1.16,4291.3,12.94,844.57,3.81,182.61,1.29,639.13,0.57,63.91,80.86,1552.17,3.78,0,0,7.71757834603257,8.07088721770016,7.97228973479219,8.0537140942038,0.021624224578267,0.353308871667589,170,30,1.48169403498771,3.80659815942322,3.02533149667362,3.53447211089961,0.981937609884693,2.32490412443551,170,2,63.801554210424,157.443381747972,126.49826789918,147.581046134807,1616.72878095393,93.641827537548,170,2,2208.8,2250,2219.2,2214.05,243.963999999998,41.1999999999998,30,170,1990.6,2191.4,2050.96666666667,2009.5,6787.27066666667,200.8,2,170,362.891451638933,879.499667892127,495.276369642566,379.752298123715,44080.2670320015,516.608216253194,30,170,11.2992530628143,17.75225189454,13.2703898060421,11.7531553929073,7.55299984895599,6.4529988317257,2,170,0.941224812400213,2.44027472101975,1.93388146041184,2.26125594488647,0.408436385327128,1.49904990861954,170,2,2015-01-01,-122.5333,33.4833
"080.0 080.0",1,2016,15694.55,146.76,756.36,0.79,2841.09,73.55,1961.82,84.15,64555.64,261.67,165.45,56.39,378.18,1.01,23116.36,29.08,189.09,0.93,16900,28.72,1186.55,2.56,382.91,1.37,3077.45,27.97,458.55,57.64,2103.64,26.17,756.36,1.4,4230.91,19.66,567.27,1.16,567.27,4.52,1796.36,14.71,18.91,110.61,2670.91,2.53,189.09,0.21,7.78015972570423,8.06578799019925,7.98603567533616,8.06178785531618,0.0154018882649804,0.285628264495021,170,49,1.67511568824677,3.74944872486444,3.10158287257526,3.73324417674925,0.87725558908595,2.07433303661767,170,40,72.0420201708068,156.449090302808,129.964158698211,155.111188156556,1439.29478836527,84.4070701320012,170,40,2209.5,2237.8,2222,2222.3,105.995000000001,28.3000000000002,100,170,2002.2,2161.2,2047.44,2005.1,4717.44299999999,159,3,170,368.688618362405,749.811360366157,468.91270098138,374.051025175576,27001.7783656765,381.122742003752,49,170,11.3724143073451,17.0746176239199,13.0304065537934,11.4179725965905,6.28491156348497,5.7022033165748,40,170,1.06358304915705,2.40412066943776,1.98385546363951,2.39327846600105,0.367244073945912,1.34053762028071,170,40,2016-01-01,-122.5333,33.4833
"080.0 080.0",1,2017,17491.17,254.81,1211.51,1.22,2993.44,76.9,1625.44,66.64,116022.21,337.42,1534.58,379,0,0,44866.23,63.9,0,0,10903.58,18.07,161.53,15.23,0,0,4563.35,188.97,80.77,6.65,2544.17,96.58,3271.08,7.27,3271.08,8.53,0,0,403.84,4.02,807.67,1.12,15.14,75.14,3392.23,4.09,5.05,1.11,7.80615290508362,8.07886224438787,7.99931996976351,8.06428224560663,0.0128203270977225,0.272709339304251,170,2,1.75554207558205,3.73733901064131,3.09503372318189,3.56147533492645,0.693919132772425,1.98179693505926,170,2,75.5890178369788,154.851021433017,129.572318852972,148.697320974459,1126.00341157327,79.2620035960382,170,2,2204.5,2249.8,2216.3,2210.7,301.096000000001,45.3000000000002,30,170,1995.4,2166.2,2041.5,1999.8,5094.10799999999,170.8,30,170,357.021868622787,704.541590519939,449.99847486448,367.653533032753,20447.1584050515,347.519721897152,2,170,11.4296543282298,16.8111973811443,12.9778334575436,11.6617438902269,5.10401531488628,5.3815430529145,2,170,1.11424860299815,2.38995749766567,1.97624829566942,2.2771250011205,0.288182465429597,1.27570889466752,170,2,2017-01-01,-122.5333,33.4833
"080.0 080.0",1,2021,16348.62,146.48,2404.21,3.07,2981.22,114.89,2115.7,95.04,112997.79,1038.15,673.18,1098.78,961.68,0.55,30773.87,39.9,0,0,22599.56,50.99,577.01,4.97,96.17,0.96,1827.2,54.17,2981.22,193.09,480.84,0.73,3846.73,10.01,3365.89,30.95,2019.53,5.18,96.17,6.51,1923.37,1.37,105.79,23.73,9713,27.62,0,0,7.8049862096383,8.02911686961171,7.94007314727609,7.98611636257827,0.0141486214415511,0.224130659973411,100,25,1.79930602747471,3.13860971053484,2.58096816427616,2.80498875481894,0.486072507604958,1.33930368306013,100,25,76.3417526461141,130.636674443122,108.159777222586,117.500904578521,802.427128445653,54.2949217970079,100,25,2203.5,2231.8,2216.53333333333,2214.3,203.963333333336,28.3000000000002,25,100,2024.9,2146.9,2076.2,2056.8,4003.27,122,25,100,403.708559345576,709.827290756195,521.550831887523,451.116645560797,27147.9003827426,306.118731410619,25,100,12.6005864329242,16.6818859489623,14.2367026216783,13.4276354831485,4.65519366088985,4.0812995160381,25,100,1.14205176792032,1.99882215690063,1.64183253685415,1.78462368574149,0.198805859008794,0.85677038898031,100,25,2021-01-01,-122.5333,33.4833
"080.0 080.0",2,2012,4095.47,42.74,1153.65,1.42,3199.02,79.74,122.93,14.04,108985.2,540.55,2826.45,737.55,288.41,0.93,45280.87,61.31,0,0,11832.51,25.84,1676.58,8.91,61.46,7.77,3634.01,140.56,0,0,4099.25,205.79,6633.5,23.85,2307.31,19.84,3460.96,37.08,0,0,0,0,3.78,2.13,865.24,0.41,3079.87,47.77,7.67835433609387,8.06807001448178,7.96447623663099,8.0619444638183,0.0271000612776851,0.38971567838791,171,27,1.35763773601726,3.41680818834497,2.82380592834886,3.36685840020563,0.818884120534582,2.05917045232771,171,3,58.4936366945996,141.915006668224,118.103540079921,140.467060430164,1349.95539794805,83.4213699736244,171,14,2198.4,2249,2211.08333333333,2201.8,395.713666666666,50.5999999999999,14,171,2001.5,2202.3,2055.76666666667,2007.1,7110.80266666667,200.8,14,171,363.27329292787,967.212972712903,511.372410064797,369.542661836887,61328.5559173961,603.939679785033,27,171,11.9679464721965,18.1075537063286,13.6654999115201,12.0515455115662,7.083482203217,6.1396072341321,14,171,0.862394959575962,2.17708278941239,1.79831203416369,2.14556107163842,0.334286541762323,1.31468782983643,171,3,2012-02-01,-122.5333,33.4833
"080.0 080.0",2,2018,13999.29,107.27,5259.85,6.23,5467.21,141.13,4961.45,181,139709.68,561.77,525.98,295.9,404.6,0.83,58672.6,76.97,0,0,17033.82,37.07,485.52,1.71,1259.33,6.3,9796.47,446.12,1739.8,60.33,2468.08,12.72,12259.49,41.91,3115.45,26.38,19340.06,370.89,809.21,12.68,1901.64,99.89,0,0,13028.24,40.6,0,0,7.71975658739021,8.06428787214651,7.94555007794564,8.01532622821119,0.0221202677638446,0.3445312847563,170,2,1.47728800303363,3.71612382266194,2.8161952477488,3.17314498124176,0.899581450605706,2.23883581962831,170,2,63.6450801388782,154.335367349752,118.111413981214,132.875252606675,1495.77694666581,90.6902872108738,170,2,2219.7,2257.1,2232.33333333333,2227.1,176.682666666665,37.4000000000001,50,170,2012.2,2198.9,2077.96666666667,2041.65,6080.29866666667,186.7,2,170,372.109148783363,875.872628667249,531.495333037625,420.956755508566,46247.2623839258,503.763479883886,2,170,11.4709979200127,17.7926732367686,13.7931092340584,12.5404955346067,7.46553688492282,6.3216753167559,2,170,0.938073139330556,2.38021425420671,1.79804528285193,2.0261706087757,0.372532933508859,1.44214111487615,170,2,2018-02-01,-122.5333,33.4833
"080.0 080.0",2,2019,8817.3,112.55,1469.55,1.41,2388.02,17,1249.12,40.24,123515.61,673.17,0,0,367.39,0.57,13230.54,21.53,36.74,0.82,24247.56,55.25,367.39,0.36,367.39,0.22,2241.06,11.69,1396.07,95.69,734.77,1.71,1102.16,5.76,3159.53,13.35,1469.55,1.91,0,0,3017.17,13.57,0,0,1469.55,0.8,55.11,23.18,8.02937024195294,8.06079848785408,8.0420274904716,8.03591374160778,0.000274967103983044,0.0314282459011412,100,2,3.28799533800989,3.69491432511414,3.49454649915149,3.50072983433043,0.0414244407419386,0.40691898710425,100,2,139.04763390499,153.440736929787,146.15526021117,145.977409798734,51.814076747508,14.393103024797,100,2,2224.5,2232.5,2227.2,2224.6,21.0700000000002,8,100,2,2019.6,2033.2,2025.36666666667,2023.3,49.4433333333343,13.6000000000001,2,100,376.664648821372,403.036145601696,393.281762482587,400.144493024693,209.186763478826,26.371496780324,2,100,11.5391850627121,12.1922038519706,11.8612367074687,11.8523212077235,0.10666799938294,0.6530187892585,2,100,2.10282968129322,2.36631246335684,2.23725450015339,2.24262135581012,0.0173773964657264,0.26348278206362,100,2,2019-02-01,-122.5333,33.4833
"080.0 080.0",4,2011,5026.93,42.87,2099.22,2.93,5979.38,125.64,1511.83,61.62,211169.39,1345.72,8212.36,772.84,0,0,56562.3,126.33,0,0,41490.84,93.53,441.15,0.71,22.24,0.66,8811.13,192.29,5142.81,59.13,0,0,4189.11,18.93,5182.63,14.01,1305.89,8.52,574.61,18.15,423.58,0.33,0,0,0,0,418.91,1.04,7.73792783740427,8.08303002096339,7.95398032261419,7.99748171604455,0.0252194696213021,0.34510218355912,171,51,1.53550290661471,3.58911881291866,2.77331669956998,2.98432253937329,0.971085157982268,2.05361590630395,171,2,66.1358436866292,148.709660274426,116.380517244737,125.338282508946,1588.74728615008,82.5738165877968,171,2,2204.9,2258.1,2222.9,2214.3,602.059999999996,53.1999999999998,51,171,1998.5,2194.4,2070.6,2044.75,8563.14000000001,195.9,51,171,349.355594507759,838.113588553998,518.637976843323,443.541362155767,50807.7772870024,488.757994046239,51,171,11.6745104755841,17.6148338099224,13.8718962944111,13.099120446069,7.98602268490842,5.9403233343383,2,171,0.974943213110721,2.29423721415527,1.76756812002515,1.90054602641731,0.399842155661674,1.31929400104455,171,2,2011-04-01,-122.5333,33.4833
"080.0 080.0",4,2013,438.26,0.51,219.13,0.29,894.78,21.56,707.61,29.82,27099.13,207.14,739.57,212.29,73.04,0.15,10920,13.67,219.13,0.14,876.52,2.42,182.61,2.92,0,0,292.17,2.24,114.13,18.25,438.26,1.81,219.13,0.6,949.57,3.07,2853.26,28.62,365.22,3.82,1387.83,1.68,0,0,803.48,0.83,73.04,0.64,7.7676972576537,8.06570368278974,7.97589943370171,8.06348842749049,0.0176217364144161,0.29800642513604,171,2,1.62484438491151,3.53338944440245,2.90455171014339,3.50061963186365,0.768848507792729,1.90854505949094,171,2,69.9755095000898,146.758517302454,121.831103938034,146.311317115533,1257.87279189348,76.7830078023642,171,30,2218.4,2246.9,2224.42,2219,158.022000000001,28.5,30,171,2014.6,2174.6,2062.4,2015.6,5030.505,160,30,171,368.619947087658,774.62543814618,483.375344274645,369.959423842136,31606.5329844941,406.005491058522,30,171,11.7946178862871,17.2672450923582,13.4796027959842,11.8169065570439,6.07300074875631,5.4726272060711,30,171,1.03156042226241,2.25557945444073,1.85209172494584,2.23561006513294,0.317096521630435,1.22401903217832,171,2,2013-04-01,-122.5333,33.4833
"080.0 080.0",4,2014,577.5,3.38,1913.86,2.55,2696.59,60.73,1045.23,49.81,76936.36,379.31,3159.55,1359.04,195.68,0.55,24579.55,31.85,572.73,0.94,9502.5,12.97,238.64,14.51,2796.82,116.15,3436.36,20.46,1341.14,291.29,2009.32,116.83,2481.82,6.81,1336.36,3,1398.41,7215.93,7999.09,134.63,954.55,0.93,0,0,1336.36,1.35,0,0,7.69782924781801,8.07165332406989,7.96524945519854,8.0537054909247,0.0252353818448043,0.37382407625188,170,2,1.39569317030705,3.72516901983695,2.99673620609893,3.52620025453785,0.981221276813421,2.3294758495299,170,2,60.1343359517875,154.792134089549,125.511510274772,147.545070574778,1642.38579450713,94.6577981377615,170,2,2229.2,2256,2235.84285714286,2232.4,84.6961904761905,26.8000000000002,10,170,2016.8,2205.4,2069.75714285714,2028.3,6110.17619047619,188.6,2,170,365.483021821912,922.786925840944,512.770700510741,381.772764456183,54340.0370427115,557.303904019032,2,170,11.4695298522643,18.0483194036787,13.3769700246444,11.8022322457043,8.01408152136526,6.5787895514144,2,170,0.885918288276047,2.38391320794516,1.91488562888189,2.25529914994838,0.405901247610531,1.49799491966911,170,2,2014-04-01,-122.5333,33.4833
"080.0 080.0",4,2015,6205,91.57,1000,1.33,2880,38.17,2105,104.25,101240,647.07,730,383.9,40,0.1,35240,46.54,400,0.32,33085,76.57,10080,12.53,0,0,3645,125.1,570,15.49,3645,34.06,4200,8.38,3240,23.05,600,0.93,400,3.39,2040,4.19,85,670.4,4000,8.09,530,142.93,7.72645939078081,8.08102082092154,7.98208570256664,8.05788370534362,0.0201869021692396,0.35456143014073,170,50,1.48109826098744,3.68990698855621,3.08419422181424,3.65875359411871,0.917894546984988,2.20880872756877,170,10,63.7980892160864,153.248387572147,128.968506684524,152.724197016925,1521.86719273701,89.4502983560606,170,30,2219.4,2252.9,2227.82857142857,2223.9,128.159047619048,33.5,50,170,2010.3,2193.9,2055.58571428571,2011.6,5763.82142857144,183.6,30,170,353.048175623954,859.017870618712,483.331306455409,378.485490321499,39283.6288155304,505.969694994758,50,170,11.5180914075193,17.7821892118784,13.148192614752,11.5430578488672,7.20963439002301,6.2640978043591,30,170,0.940056431372015,2.36418949418673,1.97128214967208,2.34403653511803,0.381581436247222,1.42413306281471,170,10,2015-04-01,-122.5333,33.4833
"080.0 080.0",4,2017,11104.37,42.47,3556.56,4.21,6717.95,146.23,1116.36,57.99,56351.73,266.94,1738.76,401.5,197.59,0.51,16834.39,27.58,395.17,10.65,6717.95,24.79,987.93,2.05,681.67,8.3,1975.87,19.26,632.28,39.93,829.86,23.66,987.93,2.09,3833.18,5.37,197.59,0.08,434.69,12.2,1778.28,1.95,884.2,108.68,3398.49,4.31,1743.7,171.68,7.73963305708819,8.05492779239906,7.96454087995515,8.03851273151312,0.013506603806823,0.31529473531087,170.6,50.5,1.53961631075727,3.50362388238492,2.89523831630016,3.44402066433095,0.61245751030581,1.96400757162765,170.6,25.7,66.2839254589335,145.843574013987,121.370018362696,143.742272920004,1001.95240531915,79.5596485550535,170.6,25.7,2211.4,2246.6,2217.58571428571,2212.1,165.448095238094,35.1999999999998,50.5,170.6,2009.5,2182.5,2056.7,2013.7,4229.57333333333,173,50.5,170.6,377.560088857079,831.25462432953,494.305595867963,396.930580341223,26905.9383915698,453.694535472451,50.5,170.6,11.8241635710984,17.5712703200835,13.4403992407289,11.9273042111102,4.87356985549534,5.7471067489851,50.5,170.6,0.977643443625885,2.2425035664697,1.84886769486972,2.20299158536421,0.254360516858513,1.26486012284382,170.6,25.7,2017-04-01,-122.5333,33.4833
"080.0 080.0",4,2018,8535.64,70.94,2560.69,3.21,5814.9,146.03,1920.52,71.39,108786.7,501.49,4139.78,544.97,0,0,13230.24,23.05,0,0,23515.68,44.2,3419.59,14.55,0,0,2219.27,91.89,981.6,13.28,426.78,2.1,14937.37,43.54,4779.96,11.92,1792.48,6.68,42.68,1.75,1792.48,26.99,0,0,10029.37,38.29,149.37,60.43,7.92723220354262,8.08525061987256,8.03964571235721,8.07305001300684,0.00566446675295344,0.15801841632994,100,40,2.42228634831862,3.8127346917307,3.43089254868495,3.74427457734524,0.453544066044167,1.39044834341208,100,40,102.650585441907,159.448370577734,143.461995985216,155.874513960612,744.213234032562,56.797785135827,100,40,2224.3,2230.5,2228.775,2230.15,8.92916666666587,6.19999999999982,100,2,2007.1,2091.5,2031.25,2013.2,1625.15666666667,84.4000000000001,40,100,350.490754575128,522.2230283657,399.886433116019,363.415974761625,6706.53373915138,171.732273790572,40,100,11.2580587125291,14.4805447267566,12.1430450478637,11.4167883760846,2.43630658086703,3.2224860142275,40,100,1.54064769222104,2.44144991312786,2.19410643359298,2.3971640645115,0.190373432646174,0.90080222090682,100,40,2018-04-01,-122.5333,33.4833
"080.0 080.0",4,2019,1396.62,6.19,851.6,0.86,1366.81,60.69,174.58,14.83,35290.12,314.36,102.19,71.74,0,0,11445.45,17.66,0,0,1532.87,2.69,68.13,7.69,34.06,0.95,1882.03,25.71,613.15,68.8,510.96,9.73,851.6,2.91,1737.26,28.02,685.53,15.88,340.64,2.35,2286.53,22.16,0,0,1532.87,10.12,4.26,3.1,7.94107637734852,8.05861144876657,8.02238519117034,8.04492646928314,0.0029858418220263,0.117535071418049,100.3,25.1,2.57993029316823,3.68444889998353,3.35982885685957,3.58746811714326,0.272420050050858,1.1045186068153,100.3,25.1,109.282129971775,153.45712414522,140.346134709862,149.322642361226,432.821221419449,44.174994173445,100.3,25.1,2220.9,2225.5,2222.8,2222.4,3.76666666666664,4.59999999999991,25.1,100.3,2007.7,2082.2,2030.425,2015.9,1207.14916666666,74.4999999999998,25.1,100.3,376.330732285726,505.72747350336,415.965667208584,390.902231522624,3639.04695200385,129.396741217634,25.1,100.3,11.4932587523839,14.0055586821986,12.2204729816516,11.691537246012,1.42537026150092,2.5122999298147,25.1,100.3,1.64380680592238,2.36138342139039,2.1507333385564,2.29887156345642,0.115079432034499,0.71757661546801,100.3,25.1,2019-04-01,-122.5333,33.4833
"080.0 080.0",5,2021,5523.24,26.02,689.97,0.75,5933.77,103.19,1241.95,65.31,83228.07,576.67,482.98,184.49,2759.89,4.76,61480.1,130.29,0,0,13806.37,48.29,2138.92,16.04,69,2.1,2759.89,71.58,69,1.11,827.97,16.17,1379.95,1.78,2069.92,21.96,2069.92,1.77,0,0,2142.37,17.77,144.89,230.56,14630.89,17.88,0,0,8.14816537325608,8.14816537325608,8.14816537325608,8.14816537325608,NA,0,3,3,3.67477119153556,3.67477119153556,3.67477119153556,3.67477119153556,NA,0,3,3,145.009816741099,145.009816741099,145.009816741099,145.009816741099,NA,0,3,3,2210.3,2210.3,2210.3,2210.3,NA,0,3,3,2021.3,2021.3,2021.3,2021.3,NA,0,3,3,323.980151963868,323.980151963868,323.980151963868,323.980151963868,NA,0,3,3,12.6747956551521,12.6747956551521,12.6747956551521,12.6747956551521,NA,0,3,3,2.28042911149442,2.28042911149442,2.28042911149442,2.28042911149442,NA,0,3,3,2021-05-01,-122.5333,33.4833
"080.0 080.0",6,2018,713.29,18.2,1048.95,1.15,1048.95,57.78,503.5,25.1,63739.51,433.98,167.83,57.09,0,0,2097.9,4.57,0,0,5748.25,18.71,209.79,24.28,0,0,1468.53,20.83,335.66,33.74,251.75,4.1,629.37,2.05,1762.24,7.5,209.79,0.1,0,0,1174.83,108.75,0,0,5202.8,8.49,131.12,21.53,7.92597174668008,8.04487450357663,8.01428452155523,8.0431459179821,0.00346862824241845,0.118902756896549,100,2,2.45606091654116,3.61916320408688,3.30104287421539,3.56447368811676,0.318345659209363,1.16310228754572,100,2,104.035995239856,150.296277108576,137.983872145549,148.801608116883,513.133795126321,46.26028186872,100,2,2219.8,2231.3,2226.675,2227.8,26.1358333333326,11.5,100,27,2021.3,2085.1,2038.225,2023.25,978.622499999998,63.8,40,100,390.543119897902,523.882300413432,425.598913847287,393.985117538906,4297.02288250831,133.33918051553,40,100,11.6687524191256,14.3616737993176,12.3753608930417,11.7355086768619,1.75505514372061,2.692921380192,2,100,1.56351371566514,2.31959071597365,2.11282593166781,2.28409964751623,0.13455343291965,0.75607700030851,100,2,2018-06-01,-122.5333,33.4833
"080.0 080.0",7,2009,1239.81,12.53,1244.39,1.47,938.15,62.35,2686.02,98.84,194226.05,1111.4,100.91,35.07,430.09,0.17,48814.59,52.44,4144.92,2.81,19031.75,43.86,1798.32,8.97,636.49,25.56,4542.89,60.53,2640.15,181.15,9050.17,447.63,2484.2,3.16,2946.39,9.53,425.5,35.35,855.59,25.72,4940.87,86.5,0,0,2067.87,0.96,1547.12,122.52,8.06750373331633,8.06750373331633,8.06750373331633,8.06750373331633,NA,0,2,2,3.87573620188141,3.87573620188141,3.87573620188141,3.87573620188141,NA,0,2,2,160.598295934781,160.598295934781,160.598295934781,160.598295934781,NA,0,2,2,2225.2,2225.2,2225.2,2225.2,NA,0,2,2,2001.4,2001.4,2001.4,2001.4,NA,0,2,2,369.454352641731,369.454352641731,369.454352641731,369.454352641731,NA,0,2,2,11.2057653193017,11.2057653193017,11.2057653193017,11.2057653193017,NA,0,2,2,2.4880285486425,2.4880285486425,2.4880285486425,2.4880285486425,NA,0,2,2,2009-07-01,-122.5333,33.4833
"080.0 080.0",7,2012,1252.74,12.09,1252.74,1.86,3403.44,96.89,2483.28,81.8,160916.35,1108.39,1278.21,159.16,313.19,0.05,41971.8,58.63,3141.85,3.68,16333.29,46.48,95.33,1.93,385.85,4.94,1565.93,9.44,1974.44,23.17,1252.74,27.67,4071.41,8.81,1565.93,8.73,939.56,92.47,674.03,15.59,1570.93,1.06,0,0,939.56,0.32,313.19,1.17,7.79928466631632,8.06054499236293,7.96154838586421,7.99970950194214,0.0132037389029643,0.26126032604661,172,19,1.70990268810723,3.68826287404351,2.80225200434084,2.83224553295306,0.778338864159454,1.97836018593628,172,3,73.6863216208489,152.949395070688,117.469871049547,118.545780142768,1260.24830375086,79.2630734498391,172,3,2209.2,2255.2,2226.72,2222.2,291.427,46,49,172,2009.3,2175.2,2071.78,2049.5,4938.497,165.9,3,172,375.342807440049,716.707039079465,495.498823020174,434.436064427472,21944.6670778784,341.364231639416,19,172,11.5275572528131,16.9964270696637,13.7809686618669,13.3447243969388,5.75890425006844,5.4688698168506,3,172,1.08475707801165,2.36207450968972,1.78710393750952,1.80017241615786,0.324950968233389,1.27731743167807,172,3,2012-07-01,-122.5333,33.4833
"080.0 080.0",7,2013,1959.37,7.77,870.83,1.27,5651.71,41.86,1275.77,46.28,164983.73,1757.32,2608.15,453.97,0,0,65604.23,93.39,653.12,0.93,11177.15,30.62,1371.56,50.03,4.35,0.43,3923.1,50.24,370.1,195.9,8638.67,319.88,1741.67,3.53,2830.21,6.89,3923.1,72.03,653.12,6.42,439.77,1.48,0,0,50003.25,37.69,217.71,1.92,7.63813319544842,8.05495273590994,7.94632815739509,8.03490116286039,0.028264594783834,0.416819540461519,170,30,1.24284269893508,3.75435811309857,2.90681150776051,3.36555053540265,1.03581666909826,2.51151541416349,170,2,53.5580921320954,155.752113173823,121.79315469248,140.891326051289,1731.04011154531,102.194021041728,170,2,2222.3,2257,2233.05,2229.3,151.514999999999,34.6999999999998,101,170,2011,2222.5,2073.71666666667,2038.2,6755.55366666667,211.5,2,170,380.708746178061,1069.90187456785,542.027800372582,401.284270825583,74997.5592202263,689.193128389789,30,170,11.4142566487829,18.3927150386577,13.5586235649832,12.1405988540072,8.10278118604505,6.9784583898748,2,170,0.789346097553952,2.4094487106701,1.85839551846087,2.15121167931728,0.430348672275645,1.62010261311615,170,2,2013-07-01,-122.5333,33.4833
"080.0 080.0",7,2014,3763.96,15.81,0,0,2782.79,68.3,2347.19,92.27,85035.85,339.75,63.44,17.23,0,0,31997.88,38.77,169.17,0.23,14717.5,32.1,2055.38,2.48,21.15,0.27,2199.17,36.66,211.46,2.98,1755.1,17.35,507.5,2.3,3594.79,13.48,169.17,0.21,169.17,1.63,3277.6,26.56,25.38,8.03,4060,4.8,0,0,7.73921518879003,8.0519439806316,7.9883655668575,8.03059219884124,0.0123150953198705,0.312728791841571,170,93,1.55092288325045,3.7587092487046,3.24507619822315,3.71108247152544,0.667869591619781,2.20778636545415,170,2,66.7131435649682,155.983575807224,135.807731778468,154.530103260158,1095.50161209103,89.2704322422558,170,30,2208.8,2237.8,2219.27142857143,2218.2,78.4323809523815,29,102,170,2002.2,2172.5,2035.74285714286,2003.7,3890.12952380952,170.3,30,170,378.975769644252,830.703293830861,465.701155273314,405.338677976513,26153.5736286805,451.727524186609,93,170,11.3747886391102,17.4989943970183,12.6193907282471,11.431455488539,5.07249045776615,6.1242057579081,30,170,0.985215723933078,2.42120613521479,2.0819212375504,2.38913522921728,0.28312960080424,1.43599041128171,170,2,2014-07-01,-122.5333,33.4833
"080.0 080.0",7,2015,5195.05,63.37,237.71,0.39,2718.86,56.1,2035.43,55.74,139186.67,678.28,79.24,15.04,0,0,74721.52,101.52,594.29,0.55,23969.52,57.14,6774.86,1.59,198.1,1.13,1386.67,16.35,1188.57,0.7,5195.05,53.8,1782.86,4.39,1386.67,1.65,2377.14,13.39,198.1,5.11,1188.57,15.79,0,0,1584.76,0.68,5739.81,164.9,7.76040191402643,8.06249451824023,7.9851874339252,8.03222562012308,0.0136862500999363,0.3020926042138,170,49,1.60448437111748,3.8823242248559,3.23008482458521,3.7320268800282,0.859410363789342,2.27783985373842,170,31,69.0364902501092,161.545910136255,134.925628472474,154.898267249484,1404.25813523691,92.5094198861458,170,31,2207.2,2240.3,2218.11666666667,2215.3,157.229666666669,33.1000000000004,95,170,1994.7,2169.9,2036.26666666667,1998.15,4949.81066666667,175.2,3,170,370.208743939055,787.739254939724,469.788577805342,405.949318073154,25994.0698761348,417.530511000669,49,170,11.1545197112767,17.3282779896406,12.7373960064989,11.3989401678175,6.13180530439576,6.1737582783639,31,170,1.01873201587218,2.49722165395113,2.07241138925344,2.39389233241124,0.364789650125898,1.47848963807895,170,31,2015-07-01,-122.5333,33.4833
